"試験名","試験ﾓｰﾄﾞ","試験種類","ｺﾝﾄﾛｰﾙ","試験速度1","試験速度2","試験速度3","切替点1","切替点2","伸び原点","破断、ﾘﾐｯﾄ後の動作","感度:","ﾚﾍﾞﾙ:"
"","ｼﾝｸﾞﾙ","引張","ｽﾄﾛｰｸ",10,1,1,"Off","Off","最初から","ｽﾄｯﾌﾟ",0,0

"タイトル","サブタイトル","コメント"
"","",""

"形状:","ﾊﾞｯﾁ数:","ｻﾌﾞﾊﾞｯﾁ数:"
"平板",1,1
"名前:","厚さ","幅","つかみ具間距離",
"寸法単位:","mm","mm","mm",
" 1 - 1","1.9930","2.5340","10.0000",

"名前",
"ﾊﾟﾗﾒｰﾀ",
"単位",
" 1 - 1",

" 1- 1"
"時間","試験力","ｽﾄﾛｰｸ",
"183.35",3.71875,30.549,
"183.40",3.671875,30.557,
"183.45",3.703125,30.566,
"183.50",3.703125,30.574,
"183.55",3.71875,30.582,
"183.60",3.71875,30.591,
"183.65",3.6875,30.599,
"183.70",3.734375,30.607,
"183.75",3.703125,30.616,
"183.80",3.6875,30.624,
"183.85",3.75,30.632,
"183.90",3.71875,30.641,
"183.95",3.6875,30.649,
"184.00",3.703125,30.657,
"184.05",3.6875,30.666,
"184.10",3.71875,30.674,
"184.15",3.71875,30.682,
"184.20",3.71875,30.691,
"184.25",3.71875,30.699,
"184.30",3.734375,30.707,
"184.35",3.734375,30.716,
"184.40",3.765625,30.724,
"184.45",3.734375,30.732,
"184.50",3.75,30.741,
"184.55",3.6875,30.749,
"184.60",3.6875,30.757,
"184.65",3.71875,30.766,
"184.70",3.6875,30.774,
"184.75",3.734375,30.782,
"184.80",3.734375,30.791,
"184.85",3.734375,30.799,
"184.90",3.71875,30.807,
"184.95",3.671875,30.816,
"185.00",3.734375,30.824,
"185.05",3.71875,30.832,
"185.10",3.703125,30.841,
"185.15",3.6875,30.849,
"185.20",3.703125,30.857,
"185.25",3.71875,30.866,
"185.30",3.6875,30.874,
"185.35",3.71875,30.882,
"185.40",3.71875,30.891,
"185.45",3.6875,30.899,
"185.50",3.796875,30.907,
"185.55",3.71875,30.916,
"185.60",3.703125,30.924,
"185.65",3.734375,30.932,
"185.70",3.734375,30.94,
"185.75",3.765625,30.949,
"185.80",3.6875,30.957,
"185.85",3.71875,30.965,
"185.90",3.734375,30.974,
"185.95",3.6875,30.982,
"186.00",3.734375,30.991,
"186.05",3.71875,30.999,
"186.10",3.703125,31.007,
"186.15",3.8125,31.016,
"186.20",3.75,31.024,
"186.25",3.765625,31.032,
"186.30",3.703125,31.04,
"186.35",3.84375,31.049,
"186.40",3.703125,31.057,
"186.45",3.75,31.066,
"186.50",3.8125,31.074,
"186.55",3.734375,31.082,
"186.60",3.75,31.091,
"186.65",3.75,31.099,
"186.70",3.765625,31.107,
"186.75",3.765625,31.116,
"186.80",3.75,31.124,
"186.85",3.75,31.132,
"186.90",3.75,31.141,
"186.95",3.71875,31.149,
"187.00",3.78125,31.157,
"187.05",3.75,31.166,
"187.10",3.75,31.174,
"187.15",3.734375,31.182,
"187.20",3.71875,31.191,
"187.25",3.75,31.199,
"187.30",3.75,31.207,
"187.35",3.65625,31.216,
"187.40",3.75,31.224,
"187.45",3.78125,31.232,
"187.50",3.78125,31.241,
"187.55",3.71875,31.249,
"187.60",3.765625,31.257,
"187.65",3.796875,31.266,
"187.70",3.765625,31.274,
"187.75",3.765625,31.282,
"187.80",3.75,31.291,
"187.85",3.75,31.299,
"187.90",3.78125,31.307,
"187.95",3.765625,31.316,
"188.00",3.734375,31.324,
"188.05",3.796875,31.332,
"188.10",3.75,31.341,
"188.15",3.6875,31.349,
"188.20",3.78125,31.357,
"188.25",3.78125,31.366,
"188.30",3.78125,31.374,
"188.35",3.78125,31.382,
"188.40",3.78125,31.391,
"188.45",3.765625,31.399,
"188.50",3.75,31.407,
"188.55",3.75,31.416,
"188.60",3.75,31.424,
"188.65",3.796875,31.432,
"188.70",3.734375,31.441,
"188.75",3.796875,31.449,
"188.80",3.8125,31.457,
"188.85",3.78125,31.466,
"188.90",3.765625,31.474,
"188.95",3.78125,31.482,
"189.00",3.75,31.491,
"189.05",3.796875,31.499,
"189.10",3.765625,31.507,
"189.15",3.703125,31.516,
"189.20",3.75,31.524,
"189.25",3.765625,31.532,
"189.30",3.78125,31.541,
"189.35",3.765625,31.549,
"189.40",3.796875,31.557,
"189.45",3.8125,31.566,
"189.50",3.734375,31.574,
"189.55",3.78125,31.582,
"189.60",3.8125,31.591,
"189.65",3.796875,31.599,
"189.70",3.8125,31.607,
"189.75",3.796875,31.616,
"189.80",3.8125,31.624,
"189.85",3.78125,31.632,
"189.90",3.78125,31.641,
"189.95",3.796875,31.649,
"190.00",3.828125,31.657,
"190.05",3.8125,31.666,
"190.10",3.796875,31.674,
"190.15",3.765625,31.682,
"190.20",3.78125,31.691,
"190.25",3.796875,31.699,
"190.30",3.734375,31.707,
"190.35",3.9375,31.716,
"190.40",3.8125,31.724,
"190.45",3.765625,31.732,
"190.50",3.765625,31.741,
"190.55",3.796875,31.749,
"190.60",3.828125,31.757,
"190.65",3.8125,31.766,
"190.70",3.828125,31.774,
"190.75",3.8125,31.782,
"190.80",3.78125,31.791,
"190.85",3.765625,31.799,
"190.90",3.84375,31.807,
"190.95",3.8125,31.816,
"191.00",3.796875,31.824,
"191.05",3.828125,31.832,
"191.10",3.8125,31.841,
"191.15",3.796875,31.849,
"191.20",3.828125,31.857,
"191.25",3.8125,31.866,
"191.30",3.765625,31.874,
"191.35",3.859375,31.882,
"191.40",3.859375,31.891,
"191.45",3.828125,31.899,
"191.50",3.828125,31.907,
"191.55",3.8125,31.916,
"191.60",3.828125,31.924,
"191.65",3.828125,31.932,
"191.70",3.828125,31.94,
"191.75",3.78125,31.949,
"191.80",3.890625,31.957,
"191.85",3.8125,31.966,
"191.90",3.78125,31.974,
"191.95",3.8125,31.982,
"192.00",3.828125,31.991,
"192.05",3.828125,31.999,
"192.10",3.828125,32.007,
"192.15",3.8125,32.016,
"192.20",3.828125,32.024,
"192.25",3.84375,32.032,
"192.30",3.859375,32.04,
"192.35",3.84375,32.049,
"192.40",3.796875,32.057,
"192.45",3.84375,32.066,
"192.50",3.8125,32.074,
"192.55",3.859375,32.082,
"192.60",3.84375,32.091,
"192.65",3.84375,32.099,
"192.70",3.8125,32.107,
"192.75",3.8125,32.116,
"192.80",3.828125,32.124,
"192.85",3.828125,32.132,
"192.90",3.8125,32.141,
"192.95",3.796875,32.149,
"193.00",3.765625,32.157,
"193.05",3.84375,32.166,
"193.10",3.859375,32.174,
"193.15",3.828125,32.182,
"193.20",3.859375,32.191,
"193.25",3.828125,32.199,
"193.30",3.828125,32.207,
"193.35",3.828125,32.216,
"193.40",3.828125,32.224,
"193.45",3.828125,32.232,
"193.50",3.84375,32.241,
"193.55",3.828125,32.249,
"193.60",3.84375,32.257,
"193.65",3.875,32.266,
"193.70",3.84375,32.274,
"193.75",3.875,32.282,
"193.80",3.828125,32.291,
"193.85",3.859375,32.299,
"193.90",3.84375,32.307,
"193.95",3.859375,32.316,
"194.00",3.859375,32.324,
"194.05",3.859375,32.332,
"194.10",3.859375,32.341,
"194.15",3.9375,32.349,
"194.20",3.84375,32.357,
"194.25",3.84375,32.366,
"194.30",3.875,32.374,
"194.35",3.859375,32.382,
"194.40",3.875,32.391,
"194.45",3.828125,32.399,
"194.50",3.84375,32.407,
"194.55",3.8125,32.416,
"194.60",3.84375,32.424,
"194.65",3.859375,32.432,
"194.70",3.859375,32.44,
"194.75",3.859375,32.449,
"194.80",3.90625,32.457,
"194.85",3.84375,32.466,
"194.90",3.875,32.474,
"194.95",3.8125,32.482,
"195.00",3.875,32.491,
"195.05",3.875,32.499,
"195.10",3.875,32.507,
"195.15",3.890625,32.516,
"195.20",3.859375,32.524,
"195.25",3.921875,32.532,
"195.30",3.8125,32.541,
"195.35",3.84375,32.549,
"195.40",3.828125,32.557,
"195.45",3.875,32.566,
"195.50",3.84375,32.574,
"195.55",3.890625,32.582,
"195.60",3.828125,32.591,
"195.65",3.890625,32.599,
"195.70",3.859375,32.607,
"195.75",3.84375,32.616,
"195.80",3.90625,32.624,
"195.85",3.90625,32.632,
"195.90",3.890625,32.641,
"195.95",3.875,32.649,
"196.00",3.890625,32.657,
"196.05",3.9375,32.666,
"196.10",3.890625,32.674,
"196.15",3.796875,32.682,
"196.20",3.8125,32.691,
"196.25",3.890625,32.699,
"196.30",3.890625,32.707,
"196.35",3.859375,32.716,
"196.40",3.875,32.724,
"196.45",3.90625,32.732,
"196.50",3.875,32.741,
"196.55",3.84375,32.749,
"196.60",3.828125,32.757,
"196.65",3.875,32.766,
"196.70",3.859375,32.774,
"196.75",3.90625,32.782,
"196.80",3.9375,32.791,
"196.85",3.859375,32.799,
"196.90",3.875,32.807,
"196.95",3.90625,32.816,
"197.00",3.828125,32.824,
"197.05",3.890625,32.832,
"197.10",3.875,32.841,
"197.15",3.84375,32.849,
"197.20",3.890625,32.857,
"197.25",3.890625,32.866,
"197.30",3.90625,32.874,
"197.35",3.90625,32.882,
"197.40",3.984375,32.891,
"197.45",3.890625,32.899,
"197.50",3.90625,32.907,
"197.55",3.921875,32.916,
"197.60",3.859375,32.924,
"197.65",3.890625,32.932,
"197.70",3.890625,32.94,
"197.75",3.90625,32.949,
"197.80",3.921875,32.957,
"197.85",3.953125,32.966,
"197.90",3.875,32.974,
"197.95",3.875,32.982,
"198.00",3.90625,32.991,
"198.05",3.90625,32.999,
"198.10",3.90625,33.007,
"198.15",3.921875,33.015,
"198.20",3.90625,33.024,
"198.25",3.875,33.032,
"198.30",3.921875,33.04,
"198.35",3.890625,33.049,
"198.40",3.9375,33.057,
"198.45",3.90625,33.065,
"198.50",3.90625,33.074,
"198.55",3.921875,33.082,
"198.60",3.890625,33.091,
"198.65",3.921875,33.099,
"198.70",3.921875,33.107,
"198.75",3.90625,33.116,
"198.80",3.90625,33.124,
"198.85",3.9375,33.132,
"198.90",3.96875,33.141,
"198.95",3.921875,33.149,
"199.00",3.921875,33.157,
"199.05",3.921875,33.166,
"199.10",3.90625,33.174,
"199.15",3.921875,33.182,
"199.20",3.921875,33.191,
"199.25",3.875,33.199,
"199.30",3.921875,33.207,
"199.35",3.9375,33.216,
"199.40",3.96875,33.224,
"199.45",3.953125,33.232,
"199.50",3.921875,33.241,
"199.55",3.890625,33.249,
"199.60",3.875,33.257,
"199.65",3.90625,33.266,
"199.70",3.953125,33.274,
"199.75",3.84375,33.282,
"199.80",3.921875,33.291,
"199.85",3.921875,33.299,
"199.90",3.921875,33.307,
"199.95",3.921875,33.316,
"200.00",3.953125,33.324,
"200.05",3.953125,33.332,
"200.10",3.921875,33.341,
"200.15",3.9375,33.349,
"200.20",3.9375,33.357,
"200.25",3.9375,33.366,
"200.30",3.921875,33.374,
"200.35",3.859375,33.382,
"200.40",3.9375,33.39,
"200.45",3.921875,33.399,
"200.50",3.9375,33.407,
"200.55",3.9375,33.415,
"200.60",3.921875,33.424,
"200.65",3.921875,33.432,
"200.70",3.921875,33.44,
"200.75",3.921875,33.449,
"200.80",3.875,33.457,
"200.85",3.921875,33.466,
"200.90",3.96875,33.474,
"200.95",3.953125,33.482,
"201.00",3.96875,33.491,
"201.05",3.96875,33.499,
"201.10",3.890625,33.507,
"201.15",3.953125,33.516,
"201.20",3.9375,33.524,
"201.25",3.9375,33.532,
"201.30",3.953125,33.541,
"201.35",3.953125,33.549,
"201.40",3.96875,33.557,
"201.45",4,33.566,
"201.50",3.953125,33.574,
"201.55",3.953125,33.582,
"201.60",3.953125,33.591,
"201.65",3.984375,33.599,
"201.70",3.90625,33.607,
"201.75",3.96875,33.616,
"201.80",3.96875,33.624,
"201.85",4.015625,33.632,
"201.90",3.953125,33.641,
"201.95",4.046875,33.649,
"202.00",3.953125,33.657,
"202.05",4,33.666,
"202.10",3.953125,33.674,
"202.15",3.921875,33.682,
"202.20",3.96875,33.691,
"202.25",3.984375,33.699,
"202.30",4.015625,33.707,
"202.35",3.96875,33.716,
"202.40",3.953125,33.724,
"202.45",3.953125,33.732,
"202.50",3.984375,33.741,
"202.55",4.078125,33.749,
"202.60",3.984375,33.757,
"202.65",3.90625,33.766,
"202.70",3.984375,33.774,
"202.75",4,33.782,
"202.80",3.96875,33.791,
"202.85",3.96875,33.799,
"202.90",3.953125,33.807,
"202.95",3.953125,33.816,
"203.00",3.9375,33.824,
"203.05",3.96875,33.832,
"203.10",3.984375,33.841,
"203.15",3.96875,33.849,
"203.20",3.9375,33.857,
"203.25",3.984375,33.866,
"203.30",3.96875,33.874,
"203.35",3.984375,33.882,
"203.40",4,33.891,
"203.45",3.953125,33.899,
"203.50",3.984375,33.907,
"203.55",3.984375,33.916,
"203.60",3.96875,33.924,
"203.65",3.96875,33.932,
"203.70",4.015625,33.94,
"203.75",3.953125,33.949,
"203.80",3.953125,33.957,
"203.85",4,33.966,
"203.90",3.984375,33.974,
"203.95",3.984375,33.982,
"204.00",4,33.991,
"204.05",3.984375,33.999,
"204.10",4.015625,34.007,
"204.15",3.984375,34.016,
"204.20",3.984375,34.024,
"204.25",3.96875,34.032,
"204.30",4.03125,34.041,
"204.35",4,34.049,
"204.40",3.984375,34.057,
"204.45",3.96875,34.066,
"204.50",3.984375,34.074,
"204.55",4.03125,34.082,
"204.60",4,34.091,
"204.65",3.921875,34.099,
"204.70",4,34.107,
"204.75",4,34.116,
"204.80",3.96875,34.124,
"204.85",4.015625,34.132,
"204.90",4.015625,34.141,
"204.95",3.984375,34.149,
"205.00",3.953125,34.157,
"205.05",4.015625,34.166,
"205.10",4,34.174,
"205.15",3.984375,34.182,
"205.20",4.046875,34.191,
"205.25",3.984375,34.199,
"205.30",4,34.207,
"205.35",4.03125,34.216,
"205.40",4,34.224,
"205.45",4.015625,34.232,
"205.50",4,34.241,
"205.55",4.015625,34.249,
"205.60",3.953125,34.257,
"205.65",3.984375,34.266,
"205.70",4.046875,34.274,
"205.75",3.953125,34.282,
"205.80",4.046875,34.291,
"205.85",4.03125,34.299,
"205.90",4.015625,34.307,
"205.95",4.09375,34.316,
"206.00",4,34.324,
"206.05",4.015625,34.332,
"206.10",4.078125,34.341,
"206.15",4.015625,34.349,
"206.20",3.953125,34.357,
"206.25",3.96875,34.366,
"206.30",3.921875,34.374,
"206.35",4.015625,34.382,
"206.40",4.046875,34.391,
"206.45",4.03125,34.399,
"206.50",4.046875,34.407,
"206.55",4.046875,34.416,
"206.60",4.015625,34.424,
"206.65",4.015625,34.432,
"206.70",4.03125,34.44,
"206.75",4.03125,34.449,
"206.80",4.03125,34.457,
"206.85",4.015625,34.466,
"206.90",4.0625,34.474,
"206.95",4,34.482,
"207.00",4.015625,34.491,
"207.05",4.046875,34.499,
"207.10",3.984375,34.507,
"207.15",4.015625,34.515,
"207.20",4.015625,34.524,
"207.25",4.03125,34.532,
"207.30",4.03125,34.541,
"207.35",4.015625,34.549,
"207.40",4.015625,34.557,
"207.45",4.078125,34.566,
"207.50",4,34.574,
"207.55",4.109375,34.582,
"207.60",4.03125,34.591,
"207.65",4.03125,34.599,
"207.70",4.046875,34.607,
"207.75",4.046875,34.616,
"207.80",4.03125,34.624,
"207.85",3.96875,34.632,
"207.90",4.140625,34.641,
"207.95",4.015625,34.649,
"208.00",4.015625,34.657,
"208.05",4.015625,34.666,
"208.10",4,34.674,
"208.15",4.03125,34.682,
"208.20",4.046875,34.691,
"208.25",4.046875,34.699,
"208.30",4.015625,34.707,
"208.35",4.046875,34.716,
"208.40",4.015625,34.724,
"208.45",4.046875,34.732,
"208.50",4.046875,34.741,
"208.55",4.03125,34.749,
"208.60",4.015625,34.757,
"208.65",4.015625,34.766,
"208.70",4.03125,34.774,
"208.75",4.09375,34.782,
"208.80",4.0625,34.791,
"208.85",4.046875,34.799,
"208.90",4.046875,34.807,
"208.95",4.03125,34.816,
"209.00",4.046875,34.824,
"209.05",4.046875,34.832,
"209.10",4.0625,34.841,
"209.15",4.046875,34.849,
"209.20",4.046875,34.857,
"209.25",4,34.866,
"209.30",4.09375,34.874,
"209.35",4.0625,34.882,
"209.40",4.0625,34.891,
"209.45",4.078125,34.899,
"209.50",4.09375,34.907,
"209.55",4.0625,34.916,
"209.60",4.03125,34.924,
"209.65",4.046875,34.932,
"209.70",4.125,34.94,
"209.75",4.046875,34.949,
"209.80",4.0625,34.957,
"209.85",4.046875,34.966,
"209.90",4.046875,34.974,
"209.95",4.0625,34.982,
"210.00",4.078125,34.991,
"210.05",4.03125,34.999,
"210.10",4.09375,35.007,
"210.15",4.03125,35.016,
"210.20",4.09375,35.024,
"210.25",4.0625,35.032,
"210.30",4.046875,35.041,
"210.35",4.0625,35.049,
"210.40",4.09375,35.057,
"210.45",4.0625,35.066,
"210.50",4.078125,35.074,
"210.55",4.046875,35.082,
"210.60",4.109375,35.091,
"210.65",4.109375,35.099,
"210.70",4.125,35.107,
"210.75",4.078125,35.116,
"210.80",4.078125,35.124,
"210.85",4.0625,35.132,
"210.90",4.0625,35.141,
"210.95",4.015625,35.149,
"211.00",4.109375,35.157,
"211.05",4.109375,35.166,
"211.10",4.140625,35.174,
"211.15",4.078125,35.182,
"211.20",4.078125,35.191,
"211.25",4.078125,35.199,
"211.30",4.046875,35.207,
"211.35",4.046875,35.216,
"211.40",4.09375,35.224,
"211.45",4.109375,35.232,
"211.50",4.0625,35.241,
"211.55",4.078125,35.249,
"211.60",4.046875,35.257,
"211.65",4.0625,35.266,
"211.70",4.09375,35.274,
"211.75",4.0625,35.282,
"211.80",4.109375,35.291,
"211.85",4.09375,35.299,
"211.90",4.109375,35.307,
"211.95",4.0625,35.316,
"212.00",4.109375,35.324,
"212.05",4.078125,35.332,
"212.10",4.09375,35.341,
"212.15",4.109375,35.349,
"212.20",4.09375,35.357,
"212.25",4.09375,35.366,
"212.30",4.0625,35.374,
"212.35",4.078125,35.382,
"212.40",4.078125,35.391,
"212.45",4.109375,35.399,
"212.50",4.109375,35.407,
"212.55",4.109375,35.416,
"212.60",4.0625,35.424,
"212.65",4.109375,35.432,
"212.70",4.140625,35.44,
"212.75",4.109375,35.449,
"212.80",4.15625,35.457,
"212.85",4.09375,35.465,
"212.90",4.125,35.474,
"212.95",4.203125,35.482,
"213.00",4.140625,35.491,
"213.05",4.078125,35.499,
"213.10",4.09375,35.507,
"213.15",4.125,35.515,
"213.20",4.09375,35.524,
"213.25",4.171875,35.532,
"213.30",4.125,35.54,
"213.35",4.109375,35.549,
"213.40",4.09375,35.557,
"213.45",4.109375,35.566,
"213.50",4.046875,35.574,
"213.55",4.109375,35.582,
"213.60",4.125,35.591,
"213.65",4.140625,35.599,
"213.70",4.171875,35.607,
"213.75",4.078125,35.616,
"213.80",4.15625,35.624,
"213.85",4.125,35.632,
"213.90",4.109375,35.641,
"213.95",4.109375,35.649,
"214.00",4.078125,35.657,
"214.05",4.109375,35.666,
"214.10",4.109375,35.674,
"214.15",4.109375,35.682,
"214.20",4.109375,35.691,
"214.25",4.15625,35.699,
"214.30",4.09375,35.707,
"214.35",4.140625,35.716,
"214.40",4.203125,35.724,
"214.45",4.125,35.732,
"214.50",4.1875,35.741,
"214.55",4.140625,35.749,
"214.60",4.09375,35.757,
"214.65",4.125,35.766,
"214.70",4.109375,35.774,
"214.75",4.140625,35.782,
"214.80",4.140625,35.791,
"214.85",4.140625,35.799,
"214.90",4.15625,35.807,
"214.95",4.140625,35.816,
"215.00",4.109375,35.824,
"215.05",4.140625,35.832,
"215.10",4.15625,35.841,
"215.15",4.125,35.849,
"215.20",4.109375,35.857,
"215.25",4.171875,35.866,
"215.30",4.15625,35.874,
"215.35",4.21875,35.882,
"215.40",4.140625,35.891,
"215.45",4.15625,35.899,
"215.50",4.234375,35.907,
"215.55",4.140625,35.916,
"215.60",4.15625,35.924,
"215.65",4.140625,35.932,
"215.70",4.15625,35.941,
"215.75",4.140625,35.949,
"215.80",4.1875,35.957,
"215.85",4.171875,35.966,
"215.90",4.15625,35.974,
"215.95",4.15625,35.982,
"216.00",4.15625,35.991,
"216.05",4.140625,35.999,
"216.10",4.171875,36.007,
"216.15",4.140625,36.016,
"216.20",4.140625,36.024,
"216.25",4.015625,36.032,
"216.30",4.1875,36.04,
"216.35",4.171875,36.049,
"216.40",4.1875,36.057,
"216.45",4.15625,36.066,
"216.50",4.109375,36.074,
"216.55",4.15625,36.082,
"216.60",4.140625,36.091,
"216.65",4.125,36.099,
"216.70",4.1875,36.107,
"216.75",4.15625,36.116,
"216.80",4.171875,36.124,
"216.85",4.140625,36.132,
"216.90",4.125,36.141,
"216.95",4.1875,36.149,
"217.00",4.140625,36.157,
"217.05",4.171875,36.166,
"217.10",4.140625,36.174,
"217.15",4.1875,36.182,
"217.20",4.15625,36.191,
"217.25",4.15625,36.199,
"217.30",4.140625,36.207,
"217.35",4.15625,36.216,
"217.40",4.21875,36.224,
"217.45",4.1875,36.232,
"217.50",4.171875,36.241,
"217.55",4.140625,36.249,
"217.60",4.171875,36.257,
"217.65",4.171875,36.266,
"217.70",4.21875,36.274,
"217.75",4.15625,36.282,
"217.80",4.171875,36.291,
"217.85",4.1875,36.299,
"217.90",4.078125,36.307,
"217.95",4.15625,36.316,
"218.00",4.171875,36.324,
"218.05",4.15625,36.332,
"218.10",4.15625,36.341,
"218.15",4.15625,36.349,
"218.20",4.1875,36.357,
"218.25",4.171875,36.366,
"218.30",4.15625,36.374,
"218.35",4.1875,36.382,
"218.40",4.171875,36.391,
"218.45",4.15625,36.399,
"218.50",4.203125,36.407,
"218.55",4.171875,36.415,
"218.60",4.1875,36.424,
"218.65",4.21875,36.432,
"218.70",4.21875,36.44,
"218.75",4.203125,36.449,
"218.80",4.171875,36.457,
"218.85",4.203125,36.465,
"218.90",4.171875,36.474,
"218.95",4.1875,36.482,
"219.00",4.203125,36.491,
"219.05",4.171875,36.499,
"219.10",4.125,36.507,
"219.15",4.1875,36.515,
"219.20",4.171875,36.524,
"219.25",4.1875,36.532,
"219.30",4.1875,36.541,
"219.35",4.1875,36.549,
"219.40",4.21875,36.557,
"219.45",4.171875,36.565,
"219.50",4.171875,36.574,
"219.55",4.125,36.582,
"219.60",4.1875,36.591,
"219.65",4.21875,36.599,
"219.70",4.203125,36.607,
"219.75",4.203125,36.616,
"219.80",4.21875,36.624,
"219.85",4.203125,36.632,
"219.90",4.1875,36.641,
"219.95",4.171875,36.649,
"220.00",4.203125,36.657,
"220.05",4.21875,36.666,
"220.10",4.21875,36.674,
"220.15",4.171875,36.682,
"220.20",4.21875,36.691,
"220.25",4.203125,36.699,
"220.30",4.21875,36.707,
"220.35",4.1875,36.716,
"220.40",4.140625,36.724,
"220.45",4.21875,36.732,
"220.50",4.171875,36.741,
"220.55",4.21875,36.749,
"220.60",4.140625,36.757,
"220.65",4.234375,36.766,
"220.70",4.21875,36.774,
"220.75",4.21875,36.782,
"220.80",4.21875,36.791,
"220.85",4.21875,36.799,
"220.90",4.21875,36.807,
"220.95",4.21875,36.816,
"221.00",4.1875,36.824,
"221.05",4.203125,36.832,
"221.10",4.203125,36.841,
"221.15",4.234375,36.849,
"221.20",4.21875,36.857,
"221.25",4.203125,36.866,
"221.30",4.203125,36.874,
"221.35",4.234375,36.882,
"221.40",4.296875,36.891,
"221.45",4.21875,36.899,
"221.50",4.265625,36.907,
"221.55",4.21875,36.916,
"221.60",4.234375,36.924,
"221.65",4.21875,36.932,
"221.70",4.203125,36.941,
"221.75",4.203125,36.949,
"221.80",4.234375,36.957,
"221.85",4.234375,36.966,
"221.90",4.21875,36.974,
"221.95",4.25,36.982,
"222.00",4.28125,36.991,
"222.05",4.25,36.999,
"222.10",4.234375,37.007,
"222.15",4.21875,37.016,
"222.20",4.203125,37.024,
"222.25",4.234375,37.032,
"222.30",4.171875,37.041,
"222.35",4.234375,37.049,
"222.40",4.359375,37.057,
"222.45",4.265625,37.066,
"222.50",4.265625,37.074,
"222.55",4.234375,37.082,
"222.60",4.234375,37.091,
"222.65",4.234375,37.099,
"222.70",4.21875,37.107,
"222.75",4.25,37.116,
"222.80",4.203125,37.124,
"222.85",4.25,37.132,
"222.90",4.234375,37.141,
"222.95",4.25,37.149,
"223.00",4.28125,37.157,
"223.05",4.21875,37.166,
"223.10",4.21875,37.174,
"223.15",4.25,37.182,
"223.20",4.25,37.191,
"223.25",4.234375,37.199,
"223.30",4.234375,37.207,
"223.35",4.234375,37.216,
"223.40",4.25,37.224,
"223.45",4.25,37.232,
"223.50",4.265625,37.241,
"223.55",4.25,37.249,
"223.60",4.265625,37.257,
"223.65",4.234375,37.266,
"223.70",4.25,37.274,
"223.75",4.265625,37.282,
"223.80",4.21875,37.291,
"223.85",4.171875,37.299,
"223.90",4.203125,37.307,
"223.95",4.265625,37.316,
"224.00",4.25,37.324,
"224.05",4.234375,37.332,
"224.10",4.328125,37.341,
"224.15",4.28125,37.349,
"224.20",4.265625,37.357,
"224.25",4.265625,37.366,
"224.30",4.21875,37.374,
"224.35",4.25,37.382,
"224.40",4.25,37.391,
"224.45",4.28125,37.399,
"224.50",4.296875,37.407,
"224.55",4.265625,37.416,
"224.60",4.25,37.424,
"224.65",4.265625,37.432,
"224.70",4.25,37.44,
"224.75",4.265625,37.449,
"224.80",4.234375,37.457,
"224.85",4.265625,37.466,
"224.90",4.265625,37.474,
"224.95",4.265625,37.482,
"225.00",4.28125,37.491,
"225.05",4.296875,37.499,
"225.10",4.296875,37.507,
"225.15",4.203125,37.516,
"225.20",4.234375,37.524,
"225.25",4.296875,37.532,
"225.30",4.28125,37.54,
"225.35",4.28125,37.549,
"225.40",4.296875,37.557,
"225.45",4.28125,37.565,
"225.50",4.28125,37.574,
"225.55",4.28125,37.582,
"225.60",4.28125,37.591,
"225.65",4.28125,37.599,
"225.70",4.328125,37.607,
"225.75",4.296875,37.616,
"225.80",4.296875,37.624,
"225.85",4.265625,37.632,
"225.90",4.28125,37.641,
"225.95",4.265625,37.649,
"226.00",4.296875,37.657,
"226.05",4.328125,37.666,
"226.10",4.25,37.674,
"226.15",4.296875,37.682,
"226.20",4.265625,37.691,
"226.25",4.28125,37.699,
"226.30",4.28125,37.707,
"226.35",4.28125,37.716,
"226.40",4.296875,37.724,
"226.45",4.28125,37.732,
"226.50",4.265625,37.741,
"226.55",4.3125,37.749,
"226.60",4.328125,37.757,
"226.65",4.3125,37.766,
"226.70",4.28125,37.774,
"226.75",4.25,37.782,
"226.80",4.390625,37.791,
"226.85",4.28125,37.799,
"226.90",4.265625,37.807,
"226.95",4.28125,37.816,
"227.00",4.296875,37.824,
"227.05",4.28125,37.832,
"227.10",4.234375,37.841,
"227.15",4.328125,37.849,
"227.20",4.359375,37.857,
"227.25",4.3125,37.866,
"227.30",4.28125,37.874,
"227.35",4.3125,37.882,
"227.40",4.265625,37.891,
"227.45",4.28125,37.899,
"227.50",4.40625,37.907,
"227.55",4.296875,37.916,
"227.60",4.359375,37.924,
"227.65",4.296875,37.932,
"227.70",4.34375,37.94,
"227.75",4.296875,37.949,
"227.80",4.28125,37.957,
"227.85",4.28125,37.966,
"227.90",4.34375,37.974,
"227.95",4.28125,37.982,
"228.00",4.265625,37.991,
"228.05",4.328125,37.999,
"228.10",4.3125,38.007,
"228.15",4.328125,38.016,
"228.20",4.296875,38.024,
"228.25",4.296875,38.032,
"228.30",4.328125,38.041,
"228.35",4.28125,38.049,
"228.40",4.328125,38.057,
"228.45",4.375,38.066,
"228.50",4.34375,38.074,
"228.55",4.3125,38.082,
"228.60",4.3125,38.091,
"228.65",4.34375,38.099,
"228.70",4.3125,38.107,
"228.75",4.359375,38.116,
"228.80",4.3125,38.124,
"228.85",4.34375,38.132,
"228.90",4.328125,38.141,
"228.95",4.328125,38.149,
"229.00",4.296875,38.157,
